year,track_id,track_name,artist_name,album_name,release_date,release_year,explicit,popularity,duration_sec,artist_popularity,artist_genres,duration_min,release_month,years_since_release,genre_group
2011,5LydW7HwAl4ccfOlUXHCvk,Pido la Palabra (with Diana Navarro),Andy & Lucas,Pido La Palabra,2010-11-16,2010,0,32,274.4,55,"flamenco, flamenco pop",4.573333333333333,11.0,1,flamenco
2011,2uHlIFLABNNu4Ew449KOQP,Estoy Cambiando,Rosario,Raskatriski,2011-01-01,2011,0,8,200.933,57,"flamenco, flamenco pop",3.348883333333333,1.0,0,flamenco
2011,1XQVXJ6D7zHCAbmftb7lBa,The Time Is Now,Virginia Maestro,Out Of The Blue,2012-02-14,2012,0,5,175.88,20,,2.9313333333333333,2.0,-1,unknown
2011,5lQU0cJ1cVOXAaTUUP5LJV,I Hate You But I Love You,Russian Red,Fuerteventura,2011-05-10,2011,0,25,180.64,37,,3.010666666666667,5.0,0,unknown
2011,1ZfTpp1U3oyarjE6BJRWqm,Ley De Newton (feat. Jesús Navarro),Beatriz Luengo,Bela Y Sus Moskitas Muertas,2011-09-19,2011,0,44,210.626,43,,3.5104333333333333,9.0,0,unknown
2011,4M4r04FdrMGRAmz6opGT0K,Lady Gaga,Zenttric,Tripolar,2011-09-06,2011,0,17,233.36,34,,3.8893333333333335,9.0,0,unknown
2011,5oJPpevnJRGVvtgl1hsGIA,Lead the Way,Carlos Jean,El Plan B Carlos Jean,2011-01-01,2011,0,8,230.84,41,,3.8473333333333333,1.0,0,unknown
2011,4w296Q3imou6XUEDp6vGMb,Dame vida,Huecco,Dame vida,2011-09-09,2011,0,36,231.64,44,flamenco pop,3.8606666666666665,9.0,0,flamenco pop
2011,5G4CaZVQHXn5TCHyreFYa8,Amarte bien (feat. Juan Magán) - Remix,Carlos Baute,Amarte bien EP,2011-07-12,2011,0,45,169.846,63,latin pop,2.830766666666667,7.0,0,latin pop
2011,4KOIPoWgg56YkP12E1aFoQ,Mari Carmen,La Pegatina,Xapomelön,2011-07-10,2011,0,52,145.506,48,,2.4251,7.0,0,unknown
2011,09nQe5bQrEBAao4r6gdccc,"Lore, Lore, Macu, Macu",Lore,"Lore, Lore, Macu, Macu",2011-03-14,2011,1,24,235.12,13,,3.9186666666666667,3.0,0,unknown
2011,0Qqrehp0IC6ppqIUz6mPCe,No Sigue Modas,Juan Magán,No Sigue Modas,2011-11-29,2011,0,52,189.84,69,"reggaeton, latin",3.164,11.0,0,reggaeton
2012,1dp62fHaXUP0Zh45voegpI,Lágrimas desordenadas,Melendi,Lágrimas desordenadas,2012-11-13,2012,0,67,229.308,73,"flamenco, flamenco pop",3.8218,11.0,0,flamenco
2012,23CfGZgeDJkBxuObB6KmmQ,Tanto,Pablo Alborán,Tanto (Edición Premium),,2012,0,62,256.64,74,latin pop,4.277333333333333,,0,latin pop
2012,6f5euRVG7Oth2RZkIalIDB,Eme,Leiva,Diciembre,2012-02-21,2012,0,48,206.72,67,,3.445333333333333,2.0,0,unknown
2012,64jEPUJdZzI4sdivFkR4A7,Mi Marciana,Alejandro Sanz,La Música No Se Toca (Deluxe),2012-01-01,2012,0,60,293.28,79,latin pop,4.888,1.0,0,latin pop
2012,1ORb6uGvpjsFwZK8FUpzWy,Aire soy (feat. Ximena Sariñana),Miguel Bosé,Papitwo (Deluxe),2012-09-04,2012,0,66,248.049,71,latin pop,4.13415,9.0,0,latin pop
2012,3bF6KvXVD49J0ypHubPxTf,Love Is The Only Way,Macaco,El Murmullo Del Fuego,2012-03-23,2012,0,25,189.76,54,"spanish-language reggae, latin alternative",3.1626666666666665,3.0,0,spanish-language reggae
2012,6sHBvzRsuGunQTfCk18KXi,Bailando por Ahi,Juan Magán,The King Of Dance,2012-05-14,2012,0,67,180.453,69,"reggaeton, latin",3.00755,5.0,0,reggaeton
2012,3IyN5txaU3gRB6cFXQwpAU,Cometas Por El Cielo - Carlos Jean Remix,La Oreja de Van Gogh,Cometas Por El Cielo (Carlos Jean Remix),2012-05-29,2012,0,18,229.333,74,latin pop,3.822216666666667,5.0,0,latin pop
2012,4SIEs2WaSF0D1UH3b5WJBa,Vuelvo a Verte (with Pablo Alborán),Malú,Dual,2012-11-19,2012,0,53,219.4,60,"flamenco pop, flamenco",3.6566666666666667,11.0,0,flamenco pop
2012,3K2RZuna5MjU5wa3egCiE0,Quédate conmigo - Versión Baku,Pastora Soler,Una mujer como yo (Eurovision),2011-10-18,2011,0,35,182.893,50,"flamenco pop, flamenco",3.048216666666667,10.0,1,flamenco pop
2012,6l0abYvzfx3HegwfR3XkBH,Cada dos minutos - Directo acústico,Despistaos,Los dias contados (Deluxe edition),2012-02-03,2012,0,31,213.64,54,,3.5606666666666666,2.0,0,unknown
2012,4HiJPtkFafo2IYx2kM0eDY,Ella vive en mí,Alex Ubago,Mentiras sinceras,2012-12-04,2012,0,53,206.366,66,latin pop,3.439433333333333,12.0,0,latin pop
2012,3XVqHF3B6WLt0VZh7fscxi,Hoy,India Martinez,Otras Verdades,2012-10-23,2012,0,56,218.266,62,"flamenco, flamenco pop",3.637766666666667,10.0,0,flamenco
2012,6pZmdSXGVzlYG2FJvSOZod,No Me Compares,Alejandro Sanz,La Música No Se Toca (Deluxe),2012-01-01,2012,0,65,278.44,79,latin pop,4.640666666666666,1.0,0,latin pop
2012,7u5VepytGlGtIHI3e5Hnfv,Temblando,Antonio Orozco,Dos Orillas,2013-01-01,2013,0,49,208.866,63,"flamenco, flamenco pop",3.4811,1.0,-1,flamenco
2012,0vYFJle5JBYOVViBUfPuv0,La Orquesta Del Titanic,Joan Manuel Serrat,La Orquesta Del Titanic,2012-02-07,2012,0,25,291.76,59,"trova, nueva trova, singer-songwriter",4.862666666666667,2.0,0,trova
2012,3z3AitrnHkasvd8YyoAlik,Lo Que Sueñas Vuela,Marlango,Un Dia Extraordinario,2012-01-01,2012,0,32,225.173,34,,3.752883333333333,1.0,0,unknown
2012,0NIAtVypdL5OJ5Xb3hGuuW,Como siempre,Café Quijano,Orígenes: El Bolero,2012-10-30,2012,0,38,191.796,58,"bolero, rock en español",3.1966,10.0,0,bolero
2012,5IexKfw6AARsPFlU3kYPGa,La Respuesta No Es la Huida,Maldita Nerea,Mucho + Facil,2012-11-27,2012,0,34,287.2,55,,4.786666666666667,11.0,0,unknown
2012,0srufTOzWP6tzBsZn05Sww,Vis a Vis,Leiva,Diciembre,2012-02-21,2012,0,52,223.426,67,,3.7237666666666667,2.0,0,unknown
2012,3iaj0MtII6VPVhwQa4eeX3,Qué Bien,IZAL,Magia & Efectos Especiales,2012-04-12,2012,0,56,273.893,57,indie,4.564883333333333,4.0,0,indie
2012,22iMNpRod9XBdpe7LKYIFO,En Mis Venas,Supersubmarina,Santacruz,2012-05-22,2012,0,48,230.733,52,indie,3.84555,5.0,0,indie
2012,6S3cG5FYoU7SCi4ztNreBa,Dejarse La Piel,Pablomora,Estoy Mintiendo De Verdad,2012-02-14,2012,0,38,190.906,39,,3.181766666666667,2.0,0,unknown
2012,0khtJ6lTJGnRZArVm9rqIt,Anticiclón,Leiva,Anticiclón,2012-12-18,2012,0,53,229.392,67,,3.8232,12.0,0,unknown
2012,6X8DTIJEgHUjZynuds0E2f,Tu jardín con enanitos,Roze Oficial,Tu jardín con enanitos,2025-05-22,2025,0,81,175.059,66,"rkt, turreo, cumbia, cuarteto",2.91765,5.0,-13,rkt
2012,6VEIC1fgAJSKuCuPvvyPXl,La Música No Se Toca,Alejandro Sanz,La Música No Se Toca (Deluxe),2012-01-01,2012,0,45,288.64,79,latin pop,4.810666666666667,1.0,0,latin pop
2012,64oos44IF80mB8FfF0Y9Lg,Bella Sin Alma,Sergio Dalma,Via Dalma,2010-01-01,2010,0,43,232.173,55,,3.86955,1.0,2,unknown
2012,27K5B3o7BoAGuguCtT3rn4,Mi Cuerpo Pide Mas,Marta Sánchez,Mi Cuerpo Pide Mas,2012-01-01,2012,0,22,217.293,62,latin pop,3.62155,1.0,0,latin pop
2012,05gnOfRtbjzslyMDbsk8KE,Linda (feat. Malú),Miguel Bosé,Papitwo (Deluxe),2012-09-04,2012,0,30,233.895,71,latin pop,3.89825,9.0,0,latin pop
2012,476qF2YsjlF2pBNgbn0Q4E,Estoy Hecho De Pedacitos De Ti,Antonio Orozco,Diez,2011-01-01,2011,0,61,218.52,63,"flamenco, flamenco pop",3.642,1.0,1,flamenco
2012,0IDyf9eri6YrUs4yeQfCZZ,Estar contigo,Alex Ubago,Mentiras sinceras,2012-12-04,2012,0,62,232.28,66,latin pop,3.8713333333333333,12.0,0,latin pop
2012,6ISgPIme3bWtReZLgtTIU0,Pensando en Vos,Melocos,Mientras El Mundo Explota,2012-10-16,2012,0,25,270.346,39,,4.505766666666666,10.0,0,unknown
2012,2WM8vhEyzBDN7Dq1mQM9iX,Con el culo al aire,Autoban,Con el culo al aire,2012-02-10,2012,0,10,207.698,2,,3.4616333333333333,2.0,0,unknown
2012,52U7mVuKE3sagH9GrWgcMF,Última noche en la tierra,La Musicalité,Última noche en la tierra,2012-07-17,2012,0,13,262.811,27,,4.380183333333333,7.0,0,unknown
2012,48dO5G4vK1l3RotWX7rdUg,El Ritmo de las Olas,Andy & Lucas,El Ritmo De Las Olas,2012-10-30,2012,0,28,232.44,55,"flamenco, flamenco pop",3.874,10.0,0,flamenco
2012,0CjaLvAqN97KPVWgOJ1vbD,Dónde está el amor (feat. Jesse & Joy),Pablo Alborán,Tanto (Edición Premium),,2012,0,75,233.895,74,latin pop,3.89825,,0,latin pop
2012,3pfGTMNDUJwj4cBN6op9m6,No Hay 2 Sin 3 (Gol),Cali Y El Dandee,3 A.M.,2012-01-01,2012,0,40,226.653,67,"colombian pop, pop urbano",3.77755,1.0,0,colombian pop
2012,4fLrNhfcuCIXryK6xE4xT9,Sólo el Amor Nos Salvará (with Malú),Aleks Syntek,Dual,2012-11-19,2012,0,24,222.693,65,"latin pop, rock en español",3.71155,11.0,0,latin pop
2012,7y7wBlwoftRZQIWcFGv0IY,Jóvenes Eternamente,Pol 3.14,Jóvenes Eternamente,2012-06-05,2012,0,48,267.645,43,,4.46075,6.0,0,unknown
2012,5Af38QhxCmYO559RuP4gsg,Don't Give Up My Game,Auryn,"Endless Road, 7058",2012-09-04,2012,0,21,200.213,30,,3.336883333333333,9.0,0,unknown
2012,1Px4jqDnQFulhG7Dl3nK0C,Te Voy a Esperar (feat. Belinda),Juan Magán,Te Voy a Esperar (feat. Belinda),2012-08-07,2012,0,55,215.813,69,"reggaeton, latin",3.5968833333333334,8.0,0,reggaeton
2012,1d5obgzCOtwq9qaxfe4Hpw,Rayos de Sol,José de Rico,Rayos de Sol,2011-08-08,2011,0,60,231.562,46,,3.859366666666667,8.0,1,unknown
2012,0kn1u8mDRbUML8BuF9FuuC,Solo Juega un Corazón,Critika y Saik,Solo Juega un Corazón,2012-03-30,2012,0,31,285.452,28,,4.757533333333333,3.0,0,unknown
2012,5fTOGZvrv8uXfmN9pR2UJH,Durmiendo en tu ombligo,El Arrebato,Lo Que El viento Me Dejó,2010-09-07,2010,0,21,276.413,59,"flamenco, flamenco pop",4.606883333333333,9.0,2,flamenco
2012,2tYEZMkVm9RjfNRvlOK2qb,Me pones tierno,Rasel,Me pones tierno (feat. Carlos Baute),2012-04-17,2012,0,28,227.821,46,"flamenco, flamenco pop, flamenco urbano",3.7970166666666665,4.0,0,flamenco
2012,3rIv0kAULk40tIDg6eL4OX,Celebrating Life,Xuso Jones,Celebrating Life,2012-01-01,2012,0,12,199.826,17,,3.330433333333333,1.0,0,unknown
2012,1lXhrvKNsvemCqvVSVFAvy,Señorita,Abraham Mateo,Señorita,2013-05-14,2013,0,36,202.24,69,,3.3706666666666667,5.0,-1,unknown
2012,2pbLzrByOZPibnYwSXLplI,Noche de Estrellas,José de Rico,Noche de Estrellas,2012-06-11,2012,0,52,201.0,46,,3.35,6.0,0,unknown
2012,0x6UyfOikAQ7GpiGaYaPey,Ella No Sigue Modas,Juan Magán,The King Of Dance,2012-05-14,2012,0,49,234.0,69,"reggaeton, latin",3.9,5.0,0,reggaeton
2012,0mGvaKpwLYoybnIoboC3uS,Yo Te Esperaré,Cali Y El Dandee,3 A.M.,2012-01-01,2012,0,70,232.253,67,"colombian pop, pop urbano",3.8708833333333335,1.0,0,colombian pop
2013,5vCgDt0CtheaWVKzMW5KkO,Cero,Dani Martín,Dani Martin,2013-09-17,2013,0,61,259.88,63,,4.331333333333333,9.0,0,unknown
2013,5yGc2fIy4KQn92f9d2K5gv,Y Ahora,Manuel Carrasco,Confieso Que He Sentido,2013-01-01,2013,0,53,255.546,65,"flamenco, flamenco pop",4.2591,1.0,0,flamenco
2013,2fF6Kma5cZBvDCyEKq30tb,A Prueba de Ti,Malú,Si,2013-10-14,2013,0,50,212.786,60,"flamenco pop, flamenco",3.5464333333333333,10.0,0,flamenco pop
2013,3H9rQdI2Q2wfqMltc3a6Tn,Vi,Pablo López,Once Historias Y Un Piano,2013-01-01,2013,0,45,176.426,58,,2.9404333333333335,1.0,0,unknown
2013,5xYERDGlMPxNqMo5czXUfd,Disparé,Nena Daconte,Sólo Muerdo Por Ti,2013-01-01,2013,0,41,194.306,50,,3.2384333333333335,1.0,0,unknown
2013,2kZJ5wrpq1gCdHmVEjahoH,Pan y mantequilla,Efecto Pasillo,El misterioso caso de Efecto Pasillo,2013-12-20,2013,0,61,202.146,54,,3.3691,12.0,0,unknown
2013,3Ti0O0JrzCJ3Hxdgg6YI1V,Fantastic Shine,Love of Lesbian,Fantastic Shine,2013-06-04,2013,0,45,182.125,58,indie,3.035416666666667,6.0,0,indie
2013,2iPhIsQEzS1WmWSyXMVbeQ,Dramas y comedias,Fangoria,Policromía,2013-12-03,2013,0,24,243.773,52,,4.062883333333334,12.0,0,unknown
2013,0Xfv1QCPBEPdmSbxsuaX6a,No puedo vivir sin ti (feat. Anni B Sweet),Coque Malla,Mujeres,2013-04-23,2013,0,48,215.969,49,singer-songwriter,3.599483333333333,4.0,0,singer-songwriter
2013,3c7ZuQpaivW9f4sQVOvfeU,Contigo hasta el final,El Sueño de Morfeo,Todos tenemos un sueño,2013-05-07,2013,0,30,185.593,48,,3.0932166666666667,5.0,0,unknown
2013,0NbBNLrvQKooffdK2jsSFU,Deshazte de Mi,Malú,Si,2013-10-14,2013,0,50,238.28,60,"flamenco pop, flamenco",3.9713333333333334,10.0,0,flamenco pop
2013,3EQ9DE7VVx3lyjYCwja0Nf,Comiendote a Besos,Rozalén,Cerrando Puntos Suspensivos,2018-11-23,2018,0,22,240.478,61,singer-songwriter,4.0079666666666665,11.0,-5,singer-songwriter
2013,7u5VepytGlGtIHI3e5Hnfv,Temblando,Antonio Orozco,Dos Orillas,2013-01-01,2013,0,49,208.866,63,"flamenco, flamenco pop",3.4811,1.0,0,flamenco
2013,7ljsdGh3oj4bNGqQsx4UM7,Carta urgente (feat. Abel Pintos),Rosana,8 Lunas,2013-11-19,2013,0,52,260.68,59,"trova, villancicos",4.344666666666667,11.0,0,trova
2013,2WWLoX6L5TJ2xvm2DRcK6B,Que Bonita la Vida,Dani Martín,Dani Martin,2013-09-17,2013,0,57,270.653,63,,4.510883333333333,9.0,0,unknown
2013,1EqxTe6Jt3cfnMmWyh9Fel,Víveme (with Alejandro Sanz 2013),Laura Pausini,20 Grandes Exitos (Spanish Deluxe),2013-11-12,2013,0,28,234.938,73,latin pop,3.9156333333333335,11.0,0,latin pop
2013,33DMEbng3WJkca95fxn0Jv,Heartbreaker,Auryn,Anti-Héroes (Fan Edition),2013-03-26,2013,0,28,211.344,30,,3.5224,3.0,0,unknown
2013,23bBZZIDmArnmbc0Ks0YQS,Pretty Boy,Edurne,Climax,2013-09-23,2013,0,9,203.2,42,villancicos,3.3866666666666667,9.0,0,villancicos
2013,59g9tRMoYFB0eVeqamx3Pp,¡Sueltalo!,Gisela,Frozen: El Reino del Hielo (Edición Deluxe),2013-01-01,2013,0,46,224.04,42,,3.734,1.0,0,unknown
2013,7khvow17d6M5jYGJUYTc2w,Volar sin ti,Sergio Dalma,Cadore 33,2013-11-12,2013,0,13,241.466,55,,4.0244333333333335,11.0,0,unknown
2013,06ZbOma7Ap2PIaqU9w7Zpz,Quinta Dimension,Chenoa,Otra Dirección,2013-09-17,2013,0,13,198.016,43,,3.3002666666666665,9.0,0,unknown
2013,3xFcf7lg0jjvzDGfKd7ICi,Yo Me Niego,Rosario,Rosario,2013-01-01,2013,0,29,235.88,57,"flamenco, flamenco pop",3.9313333333333333,1.0,0,flamenco
2013,7JO5HwEqpioKp5mkw7o9YV,Debajo del puente - Versión 2013,Ariel Rot,La huesuda,2013-05-07,2013,0,8,234.826,38,"latin rock, argentine rock",3.9137666666666666,5.0,0,latin rock
2013,0YjiGYE3lJ1LU8YJdzG47l,80 Veces,Rozalén,Con Derecho A...,2013-03-12,2013,0,42,195.573,61,singer-songwriter,3.25955,3.0,0,singer-songwriter
2013,1VZKsOsS9ne2GZUMnozIqI,Prefiero,Antílopez,Por Desamor al Arte,2013-10-11,2013,0,41,207.008,42,"singer-songwriter, flamenco",3.4501333333333335,10.0,0,singer-songwriter
2013,27jECMDccg0OmnJTHGjU3i,No Dejes De Soñar,Manuel Carrasco,Confieso Que He Sentido,2013-01-01,2013,0,49,319.573,65,"flamenco, flamenco pop",5.326216666666666,1.0,0,flamenco
2013,2NIkKE394s0N9WDjts0GEU,El dormilón,Ivan Ferreiro,Val Miñor - Madrid: Historía y cronología del mundo,2013-09-24,2013,0,46,268.146,53,indie,4.4691,9.0,0,indie
2013,5py76KV3ea720y91wdV9cV,Te Espero Aquí,Pablo López,Once Historias Y Un Piano,2013-01-01,2013,0,49,241.093,58,,4.0182166666666665,1.0,0,unknown
2013,2ZGk9JvLbxtUNKCIPrqAiL,Te despertaré,Pastora Soler,Conóceme,2013-09-10,2013,0,42,235.173,50,"flamenco pop, flamenco",3.91955,9.0,0,flamenco pop
2013,0XPnkgeZkDAvZyUj8J3Tvn,Tu Boca,Rosario,Rosario,2013-01-01,2013,0,41,214.413,57,"flamenco, flamenco pop",3.57355,1.0,0,flamenco
2013,0w68w9Fjn8iF3YX7HyULb3,Llegará,Antonio Orozco,Dos Orillas,2013-01-01,2013,0,42,207.693,63,"flamenco, flamenco pop",3.46155,1.0,0,flamenco
2013,5rwwOujLopGmy2G6YhRHiK,Pánico Práctico,IZAL,Agujeros de Gusano,2013-10-29,2013,0,46,232.813,57,indie,3.8802166666666666,10.0,0,indie
2013,67DveIUUjToBiKJwMnFZiJ,Emborracharme,Lori Meyers,Impronta,2013-01-01,2013,0,60,212.026,52,indie,3.5337666666666667,1.0,0,indie
2013,2OsQUeMvXZmJeoA7tdN5T0,Emocional,Dani Martín,Dani Martin,2013-09-17,2013,0,59,219.706,63,,3.661766666666667,9.0,0,unknown
2013,1FdU4MHZvtVraJgnccMd16,Más alto que nosotros sólo el cielo,Bunbury,Palosanto,2013-09-20,2013,0,41,254.093,71,"rock en español, latin rock, mexican rock",4.234883333333333,9.0,0,rock en español
2013,7qXpGAur9Lx3ysYBs4He6j,El camino de las utopías,Extremoduro,Para todos los públicos,2013-11-08,2013,0,44,450.546,65,,7.5091,11.0,0,unknown
2013,0nTdFdc20CnqpVnLcrHOUH,A la sombra de la sierra,La Raíz,Así en el Cielo Como en la Selva,2013-03-01,2013,0,55,240.866,53,ska,4.014433333333334,3.0,0,ska
2013,6ZoOG5syYD7pQTkwdYQKeo,Más Colao Que el Colacao,La La Love You,La la Love You,2013-12-17,2013,0,46,161.186,64,,2.6864333333333335,12.0,0,unknown
2013,2XYPltuDmptWaEzqsasSXe,Venimos,Miss Caffeina,De polvo y flores,2013-03-05,2013,0,41,238.506,50,indie,3.9751,3.0,0,indie
2013,1suTz9wOBk6pF2OAAgKFve,No importa que llueva,Efecto Pasillo,El misterioso caso de Efecto Pasillo,2013-12-20,2013,0,58,201.266,54,,3.354433333333333,12.0,0,unknown
2013,6F3QN1CqWbX1Ha57mBApY2,Desfachatez,Fangoria,Cuatricromía,2013-02-26,2013,0,36,263.44,52,,4.390666666666666,2.0,0,unknown
2013,0bwxqFmAKX9t2zY47zI76Y,Prisoners,Carlos Jean,Prisoners,2013-03-12,2013,0,22,249.374,41,,4.156233333333334,3.0,0,unknown
2013,689o09PSSPw3BxnZHk2hNC,Quien Manda,Mala Rodríguez,Bruja,2013-01-01,2013,0,49,167.053,54,latin hip hop,2.7842166666666666,1.0,0,latin hip hop
2013,1ehx8Ui7vKsEun0vnYyoDS,Mal De Amores,Juan Magán,Mal De Amores (The Remixes),2013-01-01,2013,0,16,172.96,69,"reggaeton, latin",2.8826666666666667,1.0,0,reggaeton
2013,1kgBwPl0UUHz97Krp65zF4,Me encanta - I Love It,Nancys Rubias,Me encanta (I love it),2013-06-25,2013,0,35,158.349,27,villancicos,2.63915,6.0,0,villancicos
2013,2i3vslhuXq4h2tYajAbHzS,Señorita,Abraham Mateo,AM,2013-11-11,2013,0,55,200.853,69,,3.34755,11.0,0,unknown
2013,0QEmHjxQU2uwCHjfm75qrH,Con Fuego - Radio Edit,Soraya,Con Fuego (Radio Edit),2013-02-18,2013,0,17,193.532,40,,3.2255333333333334,2.0,0,unknown
2013,2IrCoz9QSxmtVjLOBCpXFh,Imposible Olvidar,Critika y Saik,Imposible Olvidar,2013-02-14,2013,0,34,191.706,28,,3.1951,2.0,0,unknown
2013,5ny1iExl7yTGKRkE62LUnB,Princesa de mi cuento,Sergio Contreras,Princesa de mi cuento,2013-04-30,2013,0,37,198.692,51,"flamenco, flamenco pop, flamenco urbano",3.311533333333333,4.0,0,flamenco
2013,6zlgKpuinRi075R2L3juPB,Motívate,Danny Romero,Motívate,2013-06-25,2013,0,49,206.24,48,,3.437333333333333,6.0,0,unknown
2014,4VRP8DfxO2qQOZrnbaj324,Enamorate,Dvicio,Justo Ahora,2014-09-08,2014,0,51,194.893,53,,3.2482166666666665,9.0,0,unknown
2014,0XPayKZFFZA2PwSRNi1pVU,Terriblemente Cruel,Leiva,Polvora,2014-01-31,2014,0,64,227.6,67,,3.7933333333333334,1.0,0,unknown
2014,6HDPjEJ9WkCOJhwaRM3adH,Pasos de cero,Pablo Alborán,Terral,2015-01-05,2015,0,50,234.373,74,latin pop,3.9062166666666664,1.0,-1,latin pop
2014,6PSKhwo0mVcOdjUOhVJd5p,Bailando - Spanish Version,Enrique Iglesias,SEX AND LOVE,2014-03-14,2014,0,77,242.92,78,"latin pop, latin",4.048666666666667,3.0,0,latin pop
2014,1w56puP15nqOK4yr8776dY,Tocado y hundido,Melendi,Un alumno más,2014-11-25,2014,0,55,211.586,73,"flamenco, flamenco pop",3.5264333333333333,11.0,0,flamenco
2014,3wcCa5tZguMjrmlJccW6Tb,Te Espero Aquí,Pablo López,Once Historias Y Un Piano (Edición Especial),2014-01-01,2014,0,45,242.382,58,,4.0397,1.0,0,unknown
2014,4A3zrMMrH9R4Gj8H5Z2Y80,Palabras,Amaia Montero,Si Dios Quiere Yo Tambien (Edicion Especial Spotify),2014-09-15,2014,0,44,297.16,58,,4.9526666666666666,9.0,0,unknown
2014,3mNK26y57iajGgBnyvzJgp,Libre ya de amores,Miguel Bosé,Amo,2014-11-04,2014,0,56,236.293,71,latin pop,3.9382166666666665,11.0,0,latin pop
2014,3B8uvmFB2c1Pj5XCYIww7i,Que No Te Pese,Vega,Que No Te Pese,2014-07-29,2014,0,34,266.519,34,,4.441983333333333,7.0,0,unknown
2014,2v6JIUkDvKrbzuiZzYK45x,Diez Mil Maneras,David Bisbal,Tú Y Yo (Gold Edition),2014-12-09,2014,0,19,213.06,69,"latin pop, villancicos",3.551,12.0,0,latin pop
2014,1Twi8DOSeIIgen0Bo0RGlA,Sin saber por qué,Vanesa Martín,Crónica de un baile,2014-09-02,2014,0,46,188.815,64,"flamenco pop, flamenco",3.146916666666667,9.0,0,flamenco pop
2014,1uJnb0kS96zFOrjCI97JV8,He Vuelto,El Barrio,Hijo Del Levante (Edición Deluxe),2014-10-21,2014,0,54,276.226,61,"flamenco, flamenco pop",4.603766666666667,10.0,0,flamenco
2014,3vhSjlAbn26uJVEDyM5YGH,Melodian,Mägo de Oz,Ilussia,2014-10-21,2014,0,52,247.213,68,"rock en español, folk metal, celtic rock, mexican rock",4.120216666666667,10.0,0,rock en español
2014,7djk6VYALvdcRqPJKq5xXx,Entre la espada y la pared,Fito y Fitipaldis,Huyendo conmigo de mí,2014-10-28,2014,0,58,292.24,68,,4.870666666666667,10.0,0,unknown
2014,3yAVc9zsc742nCxO8mDB8T,La Deriva,Vetusta Morla,La Deriva,2014-04-21,2014,0,47,219.026,55,indie,3.6504333333333334,4.0,0,indie
2014,5sKdpvvNyRJifUmYLNiYys,Viento de Cara,Supersubmarina,Viento de Cara,2014-09-22,2014,0,56,257.106,52,indie,4.2851,9.0,0,indie
2014,12KN2xLM08bjn4M250FXvK,Casper,Russian Red,Agent Cooper,2014-02-24,2014,0,23,251.146,37,,4.185766666666667,2.0,0,unknown
2014,0EiGAjRnqMnsyuzlFyw8ve,Ahora,Efecto Mariposa,Comienzo,2014-08-26,2014,0,22,259.325,50,,4.3220833333333335,8.0,0,unknown
2014,37pvm7VaJMiLxQbLp4hxP6,Los Cantantes,Leiva,Polvora,2014-01-31,2014,0,35,207.36,67,,3.456,1.0,0,unknown
2014,1mWxk3gd8nG14Ebm9vUIP1,Dancing in the Rain - Official Eurovision 2014 - Spain,Ruth Lorenzo,Dancing in the Rain (Official Eurovision 2014 - Spain),2014-03-18,2014,0,8,172.769,33,,2.8794833333333334,3.0,0,unknown
2014,2gV72jnJSplsB8ffSUjDqy,Comprende - It's Over,Sweet California,Comprende (it's over),2014-09-09,2014,0,19,211.56,34,,3.526,9.0,0,unknown
2014,04u9U3bDD9dVZFDDI8v0ME,Paraíso,Dvicio,Justo Ahora,2014-09-08,2014,0,53,180.653,53,,3.010883333333333,9.0,0,unknown
2014,01XfZZz4TAYbSDIIWdawzT,"No Pide Tanto, Idiota",Maldita Nerea,Mira Dentro,2014-10-06,2014,0,53,224.28,55,,3.738,10.0,0,unknown
2014,77vReHeCtz9yciSyoucBRf,Mi Mundo Ideal,Pablomora,Lagarto Amarillo,2014-09-02,2014,0,15,179.341,39,,2.9890166666666667,9.0,0,unknown
2014,6jVCPLg3AZaM7tXAzpXBcG,La promesa,Melendi,Un alumno más,2014-11-25,2014,0,65,233.04,73,"flamenco, flamenco pop",3.884,11.0,0,flamenco
2014,5UEtsmhfAtUb1KmPGougtO,Recuérdame,Pablo Alborán,Terral,2014-11-10,2014,0,66,287.733,74,latin pop,4.79555,11.0,0,latin pop
2014,2O8pjEXQPQne5I2TtHPJJ5,Corazon Hambriento (feat. Abel Pintos),India Martinez,Dual,2014-10-20,2014,0,54,251.4,62,"flamenco, flamenco pop",4.19,10.0,0,flamenco
2014,2NSFb1aZ967xl4c2mzfzaL,Te Espero Cada Noche,Merche,Quiero Contarte,2014-10-27,2014,0,32,232.813,43,,3.8802166666666666,10.0,0,unknown
2014,4twEyA6ivTMkCChphUztxX,Feliz,Bustamante,Vivir,2014-01-01,2014,0,37,207.72,46,,3.462,1.0,0,unknown
2014,00QVj2CLMI8IPHiJFrv12c,La Música De Tus Tacones,El Arrebato,La Música De Tus Tacones,2014-10-01,2014,0,40,200.217,59,"flamenco, flamenco pop",3.33695,10.0,0,flamenco
2014,7kvcXyMPrnMNzOYcBbikvF,Niña Voladora,Juanito Makandé,Las Canciones Que Escribí Mientras Volaba,2014-11-15,2014,0,51,222.839,45,"flamenco, flamenco pop",3.713983333333333,11.0,0,flamenco
2014,4zJ1JUqVzsI4b7GYUt5iFB,Echandote de Menos,Andy & Lucas,Mas de 10,2014-03-10,2014,0,26,220.013,55,"flamenco, flamenco pop",3.6668833333333333,3.0,0,flamenco
